pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_logg,st_loggerr1,st_loggerr2,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 211305568.01,EPIC 211305568,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,11.55059,0.00121,-0.00109,1.98,26.91,-0.23,0.0,0.177,2.401,-0.021,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3677.0,157.0,-157.0,0.469901,0.014309,-0.014309,0.467536,4.76387,0.007365,-0.007365,08h52m29.25s,133.1218879,+09d57m46.38s,9.9628828,90.1613,0.29605,-0.29605,14.65,0.027,-0.027,10.608,0.028,-0.028,13.8259,0.000269,-0.000269,14/12/2017,2017-11,14/12/2017
EPIC 211305568.02,EPIC 211305568,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.19785,1e-05,-1e-05,0.72,0.1,-0.08,0.0,0.064,0.009,-0.007,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3677.0,157.0,-157.0,0.469901,0.014309,-0.014309,0.467536,4.76387,0.007365,-0.007365,08h52m29.25s,133.1218879,+09d57m46.38s,9.9628828,90.1613,0.29605,-0.29605,14.65,0.027,-0.027,10.608,0.028,-0.028,13.8259,0.000269,-0.000269,14/12/2017,2017-11,14/12/2017
EPIC 211309648.01,EPIC 211309648,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,3.1393226,3.25e-05,-3.16e-05,15.43,1.56,-1.56,0.0,1.37657477,0.13917412,-0.13917412,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6283.0,235.0,-232.0,1.5,0.15,-0.12,1.24,4.18,0.07,-0.07,08h55m27.98s,133.8665993,+10d02m43.12s,10.0453099,910.734,29.796,-29.796,13.941,0.103,-0.103,12.194,0.028,-0.028,13.7991,0.000228,-0.000228,19/04/2022,2022-01,19/04/2022
EPIC 211309648.01,EPIC 211309648,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.139404,7.3e-05,-7.2e-05,16.419,1.135,-1.067,0.0,1.46480759,0.10125809,-0.09519153,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5716.0,138.0,-138.0,1.53,0.105,-0.098,0.952,4.047,0.151,-0.151,08h55m27.98s,133.8665993,+10d02m43.12s,10.0453099,910.734,29.796,-29.796,13.941,0.103,-0.103,12.194,0.028,-0.028,13.7991,0.000228,-0.000228,19/11/2021,2021-12,19/11/2021
EPIC 211321953.01,EPIC 211321953,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,22.194346,0.00747,-0.006219,3.174,0.296,-0.269,0.0,0.2831658,0.0264074,-0.02399861,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5660.0,138.0,-138.0,1.069,0.069,-0.064,0.806,4.283,0.151,-0.151,08h35m19.82s,128.8325692,+10d17m31.91s,10.2921986,640.961,12.203,-12.203,13.841,0.069,-0.069,12.222,0.024,-0.024,13.7611,0.000239,-0.000239,19/11/2021,2021-12,19/11/2021
EPIC 211336288.01,EPIC 211336288,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.22181,2e-05,-2e-05,1.13,0.16,-0.13,0.0,0.101,0.014,-0.012,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3942.0,157.0,-157.0,0.585409,0.017642,-0.017642,0.576018,4.66358,0.01077,-0.01077,08h53m41.63s,133.4234677,+10d33m51.78s,10.5643836,200.754,1.316,-1.316,15.132,0.172,-0.172,11.657,0.024,-0.024,14.5583,0.000274,-0.000274,14/12/2017,2017-11,14/12/2017
EPIC 211357309.01,EPIC 211357309,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.46395,2e-05,-2e-05,0.84,0.06,-0.06,0.0,0.075,0.005,-0.005,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3720.0,157.0,-157.0,0.491813,0.014598,-0.014598,0.489906,4.74458,0.007804,-0.007804,08h52m55.86s,133.2327321,+10d56m42.72s,10.9451996,68.8807,0.1714,-0.1705,13.899,0.024,-0.024,9.885,0.02,-0.02,13.0756,0.000374,-0.000374,14/12/2017,2017-11,14/12/2017
EPIC 211393988.01,EPIC 211393988,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.871902,0.000137,-0.000131,15.383,1.082,-0.991,0.0,1.3723817,0.09652974,-0.08841125,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6466.0,138.0,-138.0,1.817,0.127,-0.116,1.564,4.113,0.151,-0.151,08h55m16.31s,133.8179435,+11d32m55.92s,11.5488678,1425.02,59.235,-59.235,13.941,0.08,-0.08,12.639,0.031,-0.031,13.7229,0.000198,-0.000198,19/11/2021,2021-12,19/11/2021
EPIC 211393988.01,EPIC 211393988,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.8718955,0.0001146,-0.000114,14.64,2.33,-2.39,0.0,1.30609557,0.20786903,-0.21322189,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6972.0,456.0,-381.0,1.82,0.29,-0.22,1.53,4.1,0.1,-0.11,08h55m16.31s,133.8179435,+11d32m55.92s,11.5488678,1425.02,59.235,-59.235,13.941,0.08,-0.08,12.639,0.031,-0.031,13.7229,0.000198,-0.000198,19/04/2022,2022-01,19/04/2022
EPIC 211396431.01,EPIC 211396431,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.514184,0.001921,-0.002011,38.298,3.907,-3.56,0.0,3.41672459,0.34855979,-0.31760247,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4885.0,138.0,-138.0,8.384,0.811,-0.736,1.254,2.69,0.15,-0.15,09h08m27.83s,137.1159603,+11d35m11.86s,11.5866277,1396.27,93.31,-82.59,11.593,0.056,-0.056,9.635,0.024,-0.024,11.7285,0.001343,-0.001343,19/11/2021,2021-12,19/11/2021
EPIC 211408558.01,EPIC 211408558,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.967689,0.007766,-0.00323,2.005,0.068,-0.075,0.0,0.17887443,0.00606656,-0.00669106,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5882.0,25.0,-25.0,1.031,0.018,-0.017,1.103,4.455,0.042,-0.042,08h37m14.04s,129.3084996,+11d46m18.01s,11.7716683,233.606,2.402,-2.355,11.802,0.028,-0.028,10.039,0.021,-0.021,11.4706,0.001254,-0.001254,19/11/2021,2021-12,19/11/2021
EPIC 211436313.01,EPIC 211436313,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.332837,0.000311,-0.000294,2.263,0.197,-0.172,0.0,0.20189168,0.01757519,-0.01534484,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4768.0,138.0,-138.0,0.725,0.052,-0.049,0.942,4.693,0.15,-0.15,09h09m59.69s,137.4987069,+12d11m26.48s,12.1906885,331.583,3.696,-3.616,14.124,0.114,-0.114,11.841,0.022,-0.022,13.9586,0.000208,-0.000208,19/11/2021,2021-12,19/11/2021
EPIC 211436876.01,EPIC 211436876,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,1.1524,0.0003,-0.0004,0.6746,0.0454,-0.0392,0.0,0.06018388,0.00405032,-0.0034972,0.0,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,5992.0,14.0,-14.0,1.057,0.022,-0.02,0.992,4.386,0.023,-0.023,08h30m54.63s,127.7276048,+12d11m56.57s,12.1990464,374.534,6.57,-6.352,12.457,0.103,-0.103,10.997,0.018,-0.018,12.2887,0.000199,-0.000199,07/11/2022,2022-10,07/11/2022
EPIC 211438731.01,EPIC 211438731,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.486455,0.001288,-0.001206,2.762,0.137,-0.135,0.0,0.24640956,0.01222234,-0.01204391,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3664.0,138.0,-138.0,0.371,0.011,-0.011,0.357,4.852,0.028,-0.028,08h57m34.48s,134.3936549,+12d13m37.33s,12.2270375,100.735,0.762,-0.7511,16.36,0.2,-0.2,11.547,0.021,-0.021,15.2077,0.000477,-0.000477,19/11/2021,2021-12,19/11/2021
EPIC 211451776.01,EPIC 211451776,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.17682,0.001402,-0.001411,2.244,0.11,-0.102,0.0,0.20019662,0.00981356,-0.00909985,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4477.0,51.0,-51.0,0.637,0.019,-0.018,0.812,4.739,0.084,-0.084,08h55m29.45s,133.8727161,+12d25m37.03s,12.4269526,235.135,2.303,-2.303,14.248,0.103,-0.103,11.478,0.017,-0.017,13.8524,0.000213,-0.000213,19/11/2021,2021-12,19/11/2021
EPIC 211506851.01,EPIC 211506851,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.542179,0.000575,-0.000714,3.123,0.229,-0.213,0.0,0.27861588,0.02043005,-0.01900262,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5441.0,138.0,-138.0,0.916,0.058,-0.055,0.81,4.423,0.151,-0.151,08h37m01.39s,129.2557752,+13d14m09.36s,13.2359338,394.341,4.104,-4.022,13.307,0.069,-0.069,11.541,0.018,-0.018,13.1276,0.000285,-0.000285,19/11/2021,2021-12,19/11/2021
EPIC 211537087.02,K2-356,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,1,Transit,2022,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,42.3822512,0.0059266,-0.0055157,2.58,0.19,-0.14,0.0,0.23017258,0.01695069,-0.01248998,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5568.0,178.0,-150.0,0.86,0.03,-0.03,0.9,4.52,0.03,-0.04,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.54,3.793,-3.714,13.268,0.08,-0.08,11.508,0.02,-0.02,13.148,0.000235,-0.000235,18/04/2022,2022-01,18/04/2022
EPIC 211644764.01,EPIC 211644764,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,23.5306712,0.0020516,-0.0020952,9.25,1.03,-1.02,0.0,0.82523115,0.0918906,-0.09099846,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6688.0,377.0,-269.0,1.9,0.21,-0.18,1.48,4.05,0.08,-0.07,08h30m44.86s,127.6869017,+15d09m45.35s,15.1625976,980.582,43.578,-40.09,13.137,0.103,-0.103,11.878,0.023,-0.023,13.0344,0.000435,-0.000435,18/04/2022,2022-01,18/04/2022
EPIC 211679060.01,EPIC 211679060,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.601781,0.003343,-0.004296,2.788,0.244,-0.224,0.0,0.24872913,0.02176826,-0.01998398,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5791.0,138.0,-138.0,1.088,0.07,-0.064,0.803,4.269,0.151,-0.151,08h56m59.72s,134.2488531,+15d37m59.80s,15.6332775,651.939,12.755,-12.755,13.901,0.103,-0.103,12.188,0.021,-0.021,13.6743,0.000236,-0.000236,19/11/2021,2021-12,19/11/2021
EPIC 211705502.01,EPIC 211705502,0,FALSE POSITIVE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.5844972,7.82e-05,-7.79e-05,10.29,1.31,-1.32,0.0,0.91801389,0.11687057,-0.11776272,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6471.0,314.0,-269.0,1.39,0.12,-0.09,1.26,4.24,0.06,-0.06,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.157,16.807,-16.12,13.318,0.08,-0.08,11.853,0.02,-0.02,13.2136,0.000214,-0.000214,18/04/2022,2022-01,18/04/2022
EPIC 211711685.01,EPIC 211711685,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,15.462807,0.003123,-0.002986,1.266,0.07,-0.065,0.0,0.11294515,0.00624499,-0.00579892,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5509.0,21.0,-21.0,0.919,0.016,-0.015,0.802,4.414,0.035,-0.035,08h54m03.44s,133.5143161,+16d04m16.81s,16.071337,290.239,3.308,-3.236,12.531,0.08,-0.08,10.843,0.019,-0.019,12.3801,0.000135,-0.000135,19/11/2021,2021-12,19/11/2021
EPIC 211724246.01,EPIC 211724246,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.746159,0.00031,-0.000325,12.597,1.765,-0.999,0.0,1.123831,0.15746302,-0.08912496,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5878.0,138.0,-138.0,2.207,0.153,-0.146,1.677,3.977,0.151,-0.151,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98,44.55,-41.48,13.486,0.08,-0.08,11.906,0.024,-0.024,13.2538,0.000285,-0.000285,19/11/2021,2021-12,19/11/2021
EPIC 211724246.01,EPIC 211724246,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.7464962,0.0001276,-0.0001258,11.6,1.3,-1.28,0.0,1.03488447,0.11597843,-0.11419415,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6486.0,290.0,-302.0,2.1,0.23,-0.19,1.5,3.97,0.07,-0.07,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98,44.55,-41.48,13.486,0.08,-0.08,11.906,0.024,-0.024,13.2538,0.000285,-0.000285,19/04/2022,2022-01,19/04/2022
EPIC 211728689.01,EPIC 211728689,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.952623,0.000112,-0.000112,8.917,0.642,-0.583,0.0,0.79552283,0.0572755,-0.05201187,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5258.0,138.0,-138.0,0.856,0.061,-0.055,1.023,4.586,0.15,-0.15,08h36m43.41s,129.1808815,+16d18m24.46s,16.3067932,593.449,14.1115,-14.1115,14.66,0.172,-0.172,12.618,0.024,-0.024,14.5151,0.000334,-0.000334,19/11/2021,2021-12,19/11/2021
EPIC 211754117.01,EPIC 211754117,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,13.798845,0.002324,-0.003446,1.665,0.157,-0.141,0.0,0.14854161,0.01400663,-0.0125792,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4980.0,138.0,-138.0,0.68,0.05,-0.045,0.824,4.686,0.15,-0.15,08h56m35.53s,134.1480303,+16d39m56.28s,16.6656338,388.413,6.846,-6.617,14.434,0.114,-0.114,12.269,0.023,-0.023,14.246,0.000248,-0.000248,19/11/2021,2021-12,19/11/2021
EPIC 211762841.01,EPIC 211762841,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1.56493,9e-05,-9e-05,2.22,0.38,-0.3,0.0,0.198,0.034,-0.027,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3938.0,157.0,-157.0,0.624202,0.018825,-0.018825,0.607401,4.63089,0.011586,-0.011586,08h35m42.33s,128.9263659,+16d47m21.32s,16.7892549,239.729,2.495,-2.495,15.226,0.126,-0.126,11.83,0.018,-0.018,14.7869,0.000386,-0.000386,14/12/2017,2017-11,14/12/2017
EPIC 211765695.01,EPIC 211765695,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.5587,0.000354,-0.00069,2.643,0.234,-0.204,0.0,0.23579307,0.02087612,-0.01819969,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3974.0,138.0,-138.0,0.677,0.051,-0.047,0.636,4.579,0.15,-0.15,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.776,2.7075,-2.7075,15.77,0.2,-0.2,11.887,0.021,-0.021,14.7196,0.000334,-0.000334,19/11/2021,2021-12,19/11/2021
EPIC 211765695.02,EPIC 211765695,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,25.43143,0.002535,-0.002668,2.887,0.27,-0.255,0.0,0.25756133,0.02408783,-0.02274962,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3974.0,138.0,-138.0,0.677,0.051,-0.047,0.636,4.579,0.15,-0.15,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.776,2.7075,-2.7075,15.77,0.2,-0.2,11.887,0.021,-0.021,14.7196,0.000334,-0.000334,19/11/2021,2021-12,19/11/2021
EPIC 211799258.01,EPIC 211799258,0,CANDIDATE,Petigura et al. 2018,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,19.53405,0.00078,-0.00078,9.82,6.29,-2.13,0.0,0.876,0.561,-0.19,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3316.0,157.0,-157.0,0.460378,0.014938,-0.014938,0.457571,4.7723,0.008017,-0.008017,08h32m59.03s,128.2459539,+17d18m23.25s,17.3064583,181.189,3.082,-2.983,17.2276,0.0466,-0.0466,12.185,0.025,-0.025,15.9052,0.000983,-0.000983,14/12/2017,2017-11,14/12/2017
EPIC 211817229.01,EPIC 211817229,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.17693,5e-05,-6e-05,7.92,11.91,-6.13,0.0,0.707,1.063,-0.547,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3176.0,157.0,-157.0,0.170856,0.005141,-0.005141,0.14116,5.12252,0.035944,-0.035944,08h27m53.49s,126.9728935,+17d33m29.90s,17.5583062,42.8914,0.179,-0.1776,16.93,0.2,-0.2,11.699,0.02,-0.02,15.4853,0.000513,-0.000513,14/12/2017,2017-11,14/12/2017
EPIC 211822797 b,EPIC 211822797,1,CONFIRMED,Mann et al. 2017,1,1,Transit,2016,K2,Published Confirmed,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,21.1701963,6.62e-05,-6.42e-05,1.92,0.12,-0.07,0.0,0.17129122,0.0107057,-0.00624499,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4057.0,37.0,-39.0,0.58,0.01,-0.01,0.62,4.7,0.01,-0.01,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.197,1.3645,-1.3645,15.133,0.16,-0.16,11.429,0.018,-0.018,14.5263,0.000323,-0.000323,20/09/2021,2022-01,20/09/2021
